Model,Model_Class,Model_File,Scaler_File,Model_Status
Random Forest,RandomForestClassifier,c:\Users\harsh\OneDrive\Desktop\CODEALPHA-SCORING_MODEL\models\credit_model.pkl,c:\Users\harsh\OneDrive\Desktop\CODEALPHA-SCORING_MODEL\models\scaler.pkl,Successfully Saved
